Depth(X),Depth(Y),Depth_dt(X),Depth_dt(Y),Tension(X),Tension(Y)
42909.47941,-3.878112483,42909.47942,0,42909.47941,188.3158988
42909.47942,-3.878112483,42909.47943,0,42909.47942,181.0868816
42909.47943,-3.878112483,42909.47944,0,42909.47943,183.0748613
42909.47944,-3.878112483,42909.47946,0,42909.47944,185.0628411
42909.47946,-3.878112483,42909.47947,0,42909.47946,181.8097833
42909.47947,-3.878112483,42909.47948,0,42909.47947,185.0628411
42909.47948,-3.878112483,42909.47949,0,42909.47948,185.2435665
42909.47949,-3.878112483,42909.4795,0,42909.47949,181.8097833
42909.4795,-3.878112483,42909.47951,0,42909.4795,184.3399394
42909.47951,-3.878112483,42909.47953,0,42909.47951,185.0628411
42909.47953,-3.878112483,42909.47954,0,42909.47953,181.0868816
42909.47954,-3.878112483,42909.47955,0,42909.47954,185.9664682
42909.47955,-3.878112483,42909.47956,0,42909.47955,183.9784885
42909.47956,-3.878112483,42909.47957,0,42909.47956,181.4483325
42909.47957,-3.878112483,42909.47958,0,42909.47957,186.68937
42909.47958,-3.878112483,42909.47959,0,42909.47958,184.7013902
42909.47959,-3.878112483,42909.47961,0,42909.47959,181.6290579
42909.47961,-3.878112483,42909.47962,0,42909.47961,184.5206648
42909.47962,-3.878112483,42909.47963,0,42909.47962,186.8700954
42909.47963,-3.878112483,42909.47964,0,42909.47963,183.0748613
42909.47964,-3.878112483,42909.47965,0,42909.47964,183.0748613
42909.47965,-3.878112483,42909.47966,0,42909.47965,182.8941359
42909.47966,-3.878112483,42909.47968,0,42909.47966,181.6290579
42909.47968,-3.878112483,42909.47969,0,42909.47968,185.4242919
42909.47969,-3.878112483,42909.4797,0,42909.47969,185.9664682
42909.4797,-3.878112483,42909.47971,0,42909.4797,183.7977631
42909.47971,-3.878112483,42909.47972,0,42909.47971,184.3399394
42909.47972,-3.878112483,42909.47973,0,42909.47972,184.7013902
42909.47973,-3.878112483,42909.47975,0,42909.47973,184.7013902
42909.47975,-3.878112483,42909.47976,-1.124996101,42909.47975,186.1471937
42909.47976,-3.896862422,42909.47977,-17.43745203,42909.47976,230.9671005
42909.47977,-4.187486484,42909.47978,-10.12496491,42909.47977,184.7013902
42909.47978,-4.35623594,42909.47979,-8.999975243,42909.47978,191.2075057
42909.47979,-4.506235456,42909.4798,-5.624980504,42909.47979,188.3158988
42909.4798,-4.599985153,42909.47981,-5.812479854,42909.4798,192.4725837
42909.47981,-4.69685984,42909.47983,-6.187481504,42909.47981,189.9424277
42909.47983,-4.799984507,42909.47984,-6.187478554,42909.47983,190.3038786
42909.47984,-4.903109175,42909.47985,-6.562477254,42909.47984,190.6653294
42909.47985,-5.012483822,42909.47986,-6.562481948,42909.47985,188.3158988
42909.47986,-5.121858469,42909.47987,-6.562477254,42909.47986,191.749682
42909.47987,-5.231233116,42909.47988,-6.749981432,42909.47987,191.2075057
42909.47988,-5.343732752,42909.4799,-6.749976604,42909.47988,191.9304074
42909.4799,-5.456232389,42909.47991,-6.937475954,42909.4799,191.2075057
42909.47991,-5.571857016,42909.47992,-6.937479262,42909.47991,192.4725837
42909.47992,-5.687481643,42909.47993,-7.312474655,42909.47992,190.3038786
42909.47993,-5.80935625,42909.47994,-6.749976604,42909.47993,190.6653294
42909.47994,-5.921855886,42909.47995,-7.124980401,42909.47994,196.0870923
42909.47995,-6.040605503,42909.47997,-6.187478554,42909.47995,187.2315462
42909.47997,-6.14373017,42909.47998,-6.937480916,42909.47997,186.8700954
42909.47998,-6.259354797,42909.47999,-6.749976604,42909.47998,187.4122717
42909.47999,-6.371854434,42909.48,-6.562477254,42909.47999,189.219526
42909.48,-6.481229081,42909.48001,-4.874985428,42909.48,192.1111329
42909.48001,-6.562478819,42909.48002,0,42909.48001,268.3772646
42909.48002,-6.562478819,42909.48003,0,42909.48002,246.3287621
42909.48003,-6.562478819,42909.48005,0,42909.48003,256.6301116
42909.48005,-6.562478819,42909.48006,0,42909.48005,260.2446203
42909.48006,-6.562478819,42909.48007,0,42909.48006,241.8106263
42909.48007,-6.562478819,42909.48008,0,42909.48007,255.0035828
42909.48008,-6.562478819,42909.48009,0,42909.48008,253.5577793
42909.48009,-6.562478819,42909.4801,0,42909.48009,241.9913518
42909.4801,-6.562478819,42909.48012,0,42909.4801,252.1119759
42909.48012,-6.562478819,42909.48013,0,42909.48012,251.9312504
42909.48013,-6.562478819,42909.48014,0,42909.48013,241.4491755
42909.48014,-6.562478819,42909.48015,0,42909.48014,249.7625453
42909.48015,-6.562478819,42909.48016,0,42909.48015,254.0999556
42909.48016,-6.562478819,42909.48017,0,42909.48016,247.0516638
42909.48017,-6.562478819,42909.48019,0,42909.48017,251.9312504
42909.48019,-6.562478819,42909.4802,0,42909.48019,252.1119759
42909.4802,-6.562478819,42909.48021,0,42909.4802,248.4974673
42909.48021,-6.562478819,42909.48022,0,42909.48021,249.7625453
42909.48022,-6.562478819,42909.48023,0,42909.48022,251.2083487
42909.48023,-6.562478819,42909.48024,0,42909.48023,248.4974673
42909.48024,-6.562478819,42909.48025,0,42909.48024,242.1720772
42909.48025,-6.562478819,42909.48027,0,42909.48025,252.2927013
42909.48027,-6.562478819,42909.48028,0,42909.48027,245.7865858
42909.48028,-6.562478819,42909.48029,0,42909.48028,244.8829586
42909.48029,-6.562478819,42909.4803,0,42909.48029,250.1239961
42909.4803,-6.562478819,42909.48031,0,42909.4803,245.4251349
42909.48031,-6.562478819,42909.48032,0,42909.48031,243.6178806
42909.48032,-6.562478819,42909.48034,0,42909.48032,247.7745655
42909.48034,-6.562478819,42909.48035,0,42909.48034,247.0516638
42909.48035,-6.562478819,42909.48036,0,42909.48035,243.4371552
42909.48036,-6.562478819,42909.48037,0,42909.48036,249.4010944
42909.48037,-6.562478819,42909.48038,0,42909.48037,249.7625453
42909.48038,-6.562478819,42909.48039,0,42909.48038,243.2564298
42909.48039,-6.562478819,42909.48041,0,42909.48039,249.7625453
42909.48041,-6.562478819,42909.48042,0,42909.48041,247.955291
42909.48042,-6.562478819,42909.48043,0,42909.48042,238.5575686
42909.48043,-6.562478819,42909.48044,0,42909.48043,247.7745655
42909.48044,-6.562478819,42909.48045,0,42909.48044,246.1480367
42909.48045,-6.562478819,42909.48046,0,42909.48045,235.4852363
42909.48046,-6.562478819,42909.48047,0,42909.48046,242.8949789
42909.48047,-6.562478819,42909.48049,0,42909.48047,242.1720772
42909.48049,-6.562478819,42909.4805,0,42909.48049,236.0274125
42909.4805,-6.562478819,42909.48051,0,42909.4805,239.6419212
42909.48051,-6.562478819,42909.48052,0,42909.48051,241.9913518
42909.48052,-6.562478819,42909.48053,0,42909.48052,236.9310397
42909.48053,-6.562478819,42909.48054,0,42909.48053,237.473216
42909.48054,-6.562478819,42909.48056,0,42909.48054,242.7142535
42909.48056,-6.562478819,42909.48057,0,42909.48056,236.0274125
42909.48057,-6.562478819,42909.48058,0,42909.48057,239.0997449
42909.48058,-6.562478819,42909.48059,0,42909.48058,242.533528
42909.48059,-6.562478819,42909.4806,0,42909.48059,237.1117651
42909.4806,-6.562478819,42909.48061,0,42909.4806,241.0877246
42909.48061,-6.562478819,42909.48063,0,42909.48061,240.7262737
42909.48063,-6.562478819,42909.48064,0,42909.48063,238.9190194
42909.48064,-6.562478819,42909.48065,0,42909.48064,241.4491755
42909.48065,-6.562478819,42909.48066,0,42909.48065,239.0997449
42909.48066,-6.562478819,42909.48067,0,42909.48066,238.9190194
42909.48067,-6.562478819,42909.48068,0,42909.48067,241.8106263
42909.48068,-6.562478819,42909.48069,0,42909.48068,237.6539414
42909.48069,-6.562478819,42909.48071,0,42909.48069,242.1720772
42909.48071,-6.562478819,42909.48072,0,42909.48071,239.6419212
42909.48072,-6.562478819,42909.48073,0,42909.48072,238.1961177
42909.48073,-6.562478819,42909.48074,0,42909.48073,243.2564298
42909.48074,-6.562478819,42909.48075,0,42909.48074,238.1961177
42909.48075,-6.562478819,42909.48076,0,42909.48075,239.6419212
42909.48076,-6.562478819,42909.48078,0,42909.48076,242.533528
42909.48078,-6.562478819,42909.48079,0,42909.48078,237.8346669
42909.48079,-6.562478819,42909.4808,0,42909.48079,241.9913518
42909.4808,-6.562478819,42909.48081,0,42909.4808,239.8226466
42909.48081,-6.562478819,42909.48082,0,42909.48081,236.3888634
42909.48082,-6.562478819,42909.48083,0,42909.48082,241.8106263
42909.48083,-6.562478819,42909.48084,0,42909.48083,238.3768431
42909.48084,-6.562478819,42909.48086,0,42909.48084,237.1117651
42909.48086,-6.562478819,42909.48087,0,42909.48086,240.5455483
42909.48087,-6.562478819,42909.48088,0,42909.48087,238.1961177
42909.48088,-6.562478819,42909.48089,0,42909.48088,236.9310397
42909.48089,-6.562478819,42909.4809,0,42909.48089,238.5575686
42909.4809,-6.562478819,42909.48091,0,42909.4809,238.3768431
42909.48091,-6.562478819,42909.48093,0,42909.48091,237.6539414
42909.48093,-6.562478819,42909.48094,0,42909.48093,239.0997449
42909.48094,-6.562478819,42909.48095,0,42909.48094,239.2804703
42909.48095,-6.562478819,42909.48096,0,42909.48095,237.473216
42909.48096,-6.562478819,42909.48097,0,42909.48096,238.3768431
42909.48097,-6.562478819,42909.48098,0,42909.48097,238.3768431
42909.48098,-6.562478819,42909.481,0,42909.48098,238.1961177
42909.481,-6.562478819,42909.48101,0,42909.481,238.3768431
42909.48101,-6.562478819,42909.48102,0,42909.48101,238.9190194
42909.48102,-6.562478819,42909.48103,0,42909.48102,238.1961177
42909.48103,-6.562478819,42909.48104,0,42909.48103,238.9190194
42909.48104,-6.562478819,42909.48105,0,42909.48104,238.9190194
42909.48105,-6.562478819,42909.48106,0,42909.48105,237.473216
